;Unnamed: 0.1;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;# of options;question type;category;#_options;options_dict;model_answer_us;model_answer_uk;model_answer_us_option_match;model_answer_uk_option_match;us_score;uk_score;ukGT_usGT_score
545;545;545;As I read some policies of U.S. President Donald Trump, please tell me if you approve or disapprove of each one. a. U.S. withdrawal from international climate change agreements;{'United States': [0.297029702970297, 0.6435643564356436, 0.0594059405940594], 'Britain': [0.13, 0.85, 0.02]};['Approve', 'Disapprove', 'DK/Refused'];"(A) Approve
(B) Disapprove
(C) DK/Refused";GAS;0,643565;0,850001;Disapprove;Disapprove;3.0;Multiple Choice;Politics;3.0;{'A': 'Approve', 'B': 'Disapprove', 'C': 'DK/Refused'};B;B;Disapprove;Disapprove;1.0;1.0;1.0
546;546;546;In your view, is global climate change a very serious problem, somewhat serious, not too serious or not a problem?;{'United States': [0.45, 0.29, 0.13, 0.12, 0.01], 'Britain': [0.41414141414141414, 0.36363636363636365, 0.13131313131313133, 0.0707070707070707, 0.020202020202020204]};['Very serious', 'Somewhat serious', 'Not too serious', 'Not a problem', 'DK/Refused'];"(A) Very serious
(B) Somewhat serious
(C) Not too serious
(D) Not a problem
(E) DK/Refused";GAS;0,450001;0,414142;Very serious;Very serious;5.0;Likert Scale;Economy;5.0;{'A': 'Very serious', 'B': 'Somewhat serious', 'C': 'Not too serious', 'D': 'Not a problem', 'E': 'DK/Refused'};A;B;Very serious;Somewhat serious;1.0;0.811765705882353;1.0
547;547;547;Here is a list of groups, organizations and institutions. For each, please tell me what kind of influence the group is having on the way things are going in our country.Is the influence of our national government very good, somewhat good, somewhat bad or very bad in our country?;{'United States': [0.08421052631578947, 0.45263157894736844, 0.30526315789473685, 0.15789473684210525], 'Britain': [0.05319148936170213, 0.4148936170212766, 0.3191489361702128, 0.2127659574468085]};['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad'];"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad";GAS;0,452633;0,414895;Somewhat good;Somewhat good;4.0;Likert Scale;Politics;4.0;{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad'};D;C;Very bad;Somewhat bad;0.4210536315789473;0.7017553859649123;1.0
548;548;548;Now turning to the world situation, here is a list of five dangers in the world today.In your opinion, which one of these poses the greatest threat to the world?;{'United States': [0.23958333333333334, 0.25, 0.07291666666666667, 0.15625, 0.28125], 'Britain': [0.14285714285714285, 0.3979591836734694, 0.04081632653061224, 0.16326530612244897, 0.25510204081632654]};['Spread of nuclear weapons', 'Religious and ethnic hatred', 'AIDS and other infectious diseases', 'Pollution and other environmental problems', 'Growing gap between the rich and poor'];"(A) Spread of nuclear weapons
(B) Religious and ethnic hatred
(C) AIDS and other infectious diseases
(D) Pollution and other environmental problems
(E) Growing gap between the rich and poor";GAS;0,281251;0,397960;Growing gap between the rich and poor;Religious and ethnic hatred;5.0;Multiple Choice;Economy;5.0;{'A': 'Spread of nuclear weapons', 'B': 'Religious and ethnic hatred', 'C': 'AIDS and other infectious diseases', 'D': 'Pollution and other environmental problems', 'E': 'Growing gap between the rich and poor'};D;D;Pollution and other environmental problems;Pollution and other environmental problems;0.0;0.0;0.320002
549;549;549;Now I'd like to ask your views about some additional political leaders. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of Iranian President Mahmoud Ahmadinejad?;{'United States': [0.019801980198019802, 0.13861386138613863, 0.31683168316831684, 0.4158415841584158, 0.10891089108910891], 'Britain': [0.02, 0.19, 0.39, 0.27, 0.13]};['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'DK/Refused'];"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GAS;0,415843;0,390001;Very unfavorable;Somewhat unfavorable;5.0;Likert Scale;Politics;5.0;{'A': 'Very favorable', 'B': 'Somewhat favorable', 'C': 'Somewhat unfavorable', 'D': 'Very unfavorable', 'E': 'DK/Refused'};D;D;Very unfavorable;Very unfavorable;1.0;0.7525783195876289;1.0
550;550;550;As I read some specific US policies tell me if you approve or disapprove of them...President Bush's decision to increase US foreign aid to poor countries;{'United States': [0.5955056179775281, 0.4044943820224719], 'Britain': [0.9183673469387755, 0.08163265306122448]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,595507;0,918368;Approve;Approve;2.0;Likert Scale;Politics;2.0;{'A': 'Approve', 'B': 'Disapprove'};A;A;Approve;Approve;1.0;1.0;1.0
551;551;551;Which of these characteristics do you associate with Muslims?...Arrogant...Do you associate this with Muslims or not?;{'United States': [0.38636363636363635, 0.6136363636363636], 'Britain': [0.4418604651162791, 0.5581395348837209]};['Yes', 'No'];"(A) Yes
(B) No";GAS;0,613637;0,558141;No;No;2.0;Binary Choice;Social Dynamics;2.0;{'A': 'Yes', 'B': 'No'};A;A;Yes;Yes;0.0;0.0;1.0
552;552;552;What's the greater international threat to our country, Saddam Hussein's continued rule in Iraq, or the continuing conflict between the Israelis and the Palestinians?;{'United States': [0.5164835164835165, 0.37362637362637363, 0.10989010989010989], 'Britain': [0.5268817204301075, 0.34408602150537637, 0.12903225806451613]};"[""Saddam Hussein's rule"", 'Continued conflict between the Israelis and the Palestinians', 'Equal threats (VOL)']";"(A) Saddam Hussein's rule
(B) Continued conflict between the Israelis and the Palestinians
(C) Equal threats (VOL)";GAS;0,516485;0,526883;Saddam Hussein's rule;Saddam Hussein's rule;3.0;Multiple Choice;Economy;3.0;"{'A': ""Saddam Hussein's rule"", 'B': 'Continued conflict between the Israelis and the Palestinians', 'C': 'Equal threats (VOL)'}";B;B;Continued conflict between the Israelis and the Palestinians;Continued conflict between the Israelis and the Palestinians;0.0;0.0;1.0
553;553;553;Do you think the gap between the rich and the poor in your country has increased, decreased, or stayed the same in the last five years? ;{'United States': [0.6875, 0.052083333333333336, 0.2604166666666667, 0.0], 'Britain': [0.75, 0.03125, 0.21875, 0.0]};['Increased', 'Decreased', 'Stayed the same', 'DK/Refused'];"(A) Increased
(B) Decreased
(C) Stayed the same
(D) DK/Refused";GAS;0,687501;0,750001;Increased;Increased;4.0;Likert Scale;Economy;4.0;{'A': 'Increased', 'B': 'Decreased', 'C': 'Stayed the same', 'D': 'DK/Refused'};C;C;Stayed the same;Stayed the same;0.5517251379310345;0.5517251379310345;0.7402617402597403
554;554;554;Now thinking about the dispute between Israel and the Palestinians, which side do you sympathize with more, Israel or the Palestinians?;{'United States': [0.6463414634146342, 0.17073170731707318, 0.024390243902439025, 0.15853658536585366], 'Britain': [0.24050632911392406, 0.4430379746835443, 0.06329113924050633, 0.25316455696202533]};['Israel', 'Palestinians', 'Both (VOL)', 'Neither (VOL)'];"(A) Israel
(B) Palestinians
(C) Both (VOL)
(D) Neither (VOL)";GAS;0,646342;0,443039;Israel;Palestinians;4.0;Likert Scale;Politics;4.0;{'A': 'Israel', 'B': 'Palestinians', 'C': 'Both (VOL)', 'D': 'Neither (VOL)'};B;B;Palestinians;Palestinians;0.8214295714285714;1.0;1.0
555;555;555;In the next 12 months do you believe that a stable government will be established in Iraq or do you think it will take longer than that?;{'United States': [0.13541666666666666, 0.8645833333333334], 'Britain': [0.08247422680412371, 0.9175257731958762]};['Stable government formed', 'Will take longer'];"(A) Stable government formed
(B) Will take longer";GAS;0,864584;0,917527;Will take longer;Will take longer;2.0;Binary Choice;Politics;2.0;{'A': 'Stable government formed', 'B': 'Will take longer'};B;B;Will take longer;Will take longer;1.0;1.0;1.0
556;556;556;Do you support or oppose the U.S. military actions against the Islamic militant group in Iraq and Syria known as ISIS?;{'United States': [0.8421052631578947, 0.15789473684210525], 'Britain': [0.7674418604651163, 0.23255813953488372]};['Support', 'Oppose'];"(A) Support
(B) Oppose";GAS;0,842106;0,767443;Support;Support;2.0;Binary Choice;Politics;2.0;{'A': 'Support', 'B': 'Oppose'};A;B;Support;Oppose;1.0;0.0;0.830002
557;557;557;Please tell me whether the FIRST statement or the SECOND statement comes closer to your own views — even if neither is exactly right. a. Immigrants today make our country stronger because of their work and talents;{'United States': [0.59, 0.34, 0.04, 0.03], 'Britain': [0.62, 0.29, 0.05, 0.04]};['First statement', 'Second statement', 'Neither/both (DO NOT READ)', 'DK/Refused'];"(A) First statement
(B) Second statement
(C) Neither/both (DO NOT READ)
(D) DK/Refused";GAS;0,590001;0,620001;First statement;First statement;4.0;Likert Scale;Politics;4.0;{'A': 'First statement', 'B': 'Second statement', 'C': 'Neither/both (DO NOT READ)', 'D': 'DK/Refused'};B;B;Second statement;Second statement;0.7682936829268293;0.7682936829268293;1.0
558;558;558;How much of a danger is the Israeli-Palestinian conflict to stability in the Middle East and world peace? A great danger, moderate danger, small danger, or no danger at all?;{'United States': [0.4777777777777778, 0.4, 0.08888888888888889, 0.03333333333333333], 'Britain': [0.4945054945054945, 0.38461538461538464, 0.10989010989010989, 0.01098901098901099]};['A great danger', 'Moderate danger', 'Small danger', 'No danger at all'];"(A) A great danger
(B) Moderate danger
(C) Small danger
(D) No danger at all";GAS;0,477779;0,494506;A great danger;A great danger;4.0;Likert Scale;Economy;4.0;{'A': 'A great danger', 'B': 'Moderate danger', 'C': 'Small danger', 'D': 'No danger at all'};A;A;A great danger;A great danger;1.0;1.0;1.0
559;559;559;As I read some policies of U.S. President Donald Trump, please tell me if you approve or disapprove of each one. b. Building a wall on the border between the U.S. and Mexico;{'United States': [0.39, 0.59, 0.02], 'Britain': [0.22, 0.76, 0.02]};['Approve', 'Disapprove', 'DK/Refused'];"(A) Approve
(B) Disapprove
(C) DK/Refused";GAS;0,590001;0,760001;Disapprove;Disapprove;3.0;Likert Scale;Politics;3.0;{'A': 'Approve', 'B': 'Disapprove', 'C': 'DK/Refused'};B;B;Disapprove;Disapprove;1.0;1.0;1.0
560;560;560;Do you think the war in Iraq has helped the war on terrorism, or has it hurt the war on terrorism?;{'United States': [0.6666666666666666, 0.3010752688172043, 0.03225806451612903], 'Britain': [0.3956043956043956, 0.5494505494505495, 0.054945054945054944]};['Helped', 'Hurt', 'No effect (VOL)'];"(A) Helped
(B) Hurt
(C) No effect (VOL)";GAS;0,666668;0,549452;Helped;Hurt;3.0;Likert Scale;Politics;3.0;{'A': 'Helped', 'B': 'Hurt', 'C': 'No effect (VOL)'};B;A;Hurt;Helped;0.7222232222222222;0.7222232222222222;1.0
561;561;561;Has each of the following gotten better or worse over the last five years in our country: the working conditions for ordinary workers.;{'United States': [0.5154639175257731, 0.4020618556701031, 0.08247422680412371], 'Britain': [0.5876288659793815, 0.3402061855670103, 0.07216494845360824]};['Better', 'Worse', 'Has not changed'];"(A) Better
(B) Worse
(C) Has not changed";GAS;0,515465;0,587630;Better;Better;3.0;Likert Scale;Economy;3.0;{'A': 'Better', 'B': 'Worse', 'C': 'Has not changed'};C;C;Has not changed;Has not changed;0.4864874864864865;0.4864874864864865;1.0
562;562;562;I am going to read you a list of things that might be important for getting ahead in life. On a scale of 0 to 10, in your opinion, how important is it...to be lucky to get ahead in life, where 0 means not important at all and 10 means very important?;{'United States': [0.15151515151515152, 0.020202020202020204, 0.1919191919191919, 0.0707070707070707, 0.08080808080808081, 0.050505050505050504, 0.18181818181818182, 0.06060606060606061, 0.08080808080808081, 0.08080808080808081, 0.030303030303030304], 'Britain': [0.08, 0.02, 0.16, 0.04, 0.05, 0.05, 0.2, 0.09, 0.13, 0.13, 0.05]};['Not important at all', 1.0, 'Very important', 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0];"(A) Not important at all
(B) 1.0
(C) Very important
(D) 2.0
(E) 3.0
(F) 4.0
(G) 5.0
(H) 6.0
(I) 7.0
(J) 8.0
(K) 9.0";GAS;0,191920;0,200001;Very important;5.0;11.0;Numerical Scale;Social Dynamics;11.0;{'A': 'Not important at all', 'B': 1.0, 'C': 'Very important', 'D': 2.0, 'E': 3.0, 'F': 4.0, 'G': 5.0, 'H': 6.0, 'I': 7.0, 'J': 8.0, 'K': 9.0};C;C;Very important;Very important;1.0;0.6279079767441861;0.4945074945054944
563;563;563;Please tell me if you approve or disapprove of the way President Barack Obama is dealing with...Iran.;{'United States': [0.47674418604651164, 0.5232558139534884], 'Britain': [0.52, 0.48]};['Approve', 'Disapprove'];"(A) Approve
(B) Disapprove";GAS;0,523257;0,520001;Disapprove;Approve;2.0;Binary Choice;Politics;2.0;{'A': 'Approve', 'B': 'Disapprove'};B;B;Disapprove;Disapprove;1.0;0.0;0.0
564;564;564;I'd like your opinion about some possible international concerns for your country. Do you think that ___ is a major threat, a minor threat, or not a threat to your country? d. The spread of infectious diseases;{'United States': [0.7722772277227723, 0.18811881188118812, 0.0297029702970297, 0.009900990099009901], 'Britain': [0.7474747474747475, 0.23232323232323232, 0.020202020202020204, 0.0]};['Major threat', 'Minor threat', 'Not a threat', 'DK/Refused'];"(A) Major threat
(B) Minor threat
(C) Not a threat
(D) DK/Refused";GAS;0,772278;0,747476;Major threat;Major threat;4.0;Likert Scale;Economy;4.0;{'A': 'Major threat', 'B': 'Minor threat', 'C': 'Not a threat', 'D': 'DK/Refused'};C;C;Not a threat;Not a threat;0.4754108360655738;0.4754108360655738;1.0
565;565;565;Which comes closer to describing your view?...I favor the US-led efforts to fight terrorism, OR I oppose the US-led efforts to fight terrorism;{'United States': [0.8172043010752689, 0.1827956989247312], 'Britain': [0.6195652173913043, 0.3804347826086957]};['I favor the US-led efforts to fight terrorism', 'I oppose the US-led efforts to fight terrorism'];"(A) I favor the US-led efforts to fight terrorism
(B) I oppose the US-led efforts to fight terrorism";GAS;0,817205;0,619566;I favor the US-led efforts to fight terrorism;I favor the US-led efforts to fight terrorism;2.0;Binary Choice;Politics;2.0;{'A': 'I favor the US-led efforts to fight terrorism', 'B': 'I oppose the US-led efforts to fight terrorism'};A;A;I favor the US-led efforts to fight terrorism;I favor the US-led efforts to fight terrorism;1.0;1.0;1.0
566;566;566;Overall, do you think having people of many different backgrounds, such as different ethnic groups, religions and races, makes the public a better place to live or a worse place to live?;{'United States': [0.86, 0.13, 0.0, 0.01], 'Britain': [0.85, 0.13, 0.01, 0.01]};"['A better place to live', 'A worse place to live', ""Doesn't make much difference either way (DO NOT READ)"", 'DK/Refused']";"(A) A better place to live
(B) A worse place to live
(C) Doesn't make much difference either way (DO NOT READ)
(D) DK/Refused";GAS;0,860001;0,850001;A better place to live;A better place to live;4.0;Likert Scale;Social Dynamics;4.0;"{'A': 'A better place to live', 'B': 'A worse place to live', 'C': ""Doesn't make much difference either way (DO NOT READ)"", 'D': 'DK/Refused'}";A;A;A better place to live;A better place to live;1.0;1.0;1.0
567;567;567;Please tell me if you completely agree, mostly agree, mostly disagree, or completely disagree with...I don't have much in common with people of other ethnic groups and races;{'United States': [0.0625, 0.16666666666666666, 0.375, 0.3958333333333333], 'Britain': [0.08247422680412371, 0.25773195876288657, 0.36082474226804123, 0.29896907216494845]};['Completely agree', 'Mostly agree', 'Mostly disagree', 'Completely disagree'];"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GAS;0,395834;0,360826;Completely disagree;Mostly disagree;4.0;Likert Scale;Social Dynamics;4.0;{'A': 'Completely agree', 'B': 'Mostly agree', 'C': 'Mostly disagree', 'D': 'Completely disagree'};C;C;Mostly disagree;Mostly disagree;0.7532477532467533;1.0;1.0
568;568;568;Please tell me whether the FIRST statement or the SECOND statement comes closer to your own views — even if neither is exactly right. b. Immigrantsin our country today are more to blame for crime than other groups;{'United States': [0.19, 0.77, 0.01, 0.03], 'Britain': [0.22, 0.74, 0.01, 0.03]};['First statement', 'Second statement', 'Neither/both (DO NOT READ)', 'DK/Refused'];"(A) First statement
(B) Second statement
(C) Neither/both (DO NOT READ)
(D) DK/Refused";GAS;0,770001;0,740001;Second statement;Second statement;4.0;Likert Scale;Social Dynamics;4.0;{'A': 'First statement', 'B': 'Second statement', 'C': 'Neither/both (DO NOT READ)', 'D': 'DK/Refused'};B;B;Second statement;Second statement;1.0;1.0;0.0
569;569;569;Has each of the following gotten better or worse over the last five years in our country: the spread of diseases.;{'United States': [0.22916666666666666, 0.7083333333333334, 0.0625], 'Britain': [0.3020833333333333, 0.6145833333333334, 0.08333333333333333]};['Better', 'Worse', 'Has not changed'];"(A) Better
(B) Worse
(C) Has not changed";GAS;0,708334;0,614584;Worse;Worse;3.0;Likert Scale;Economy;3.0;{'A': 'Better', 'B': 'Worse', 'C': 'Has not changed'};C;C;Has not changed;Has not changed;0.7567577567567568;0.7567577567567568;1.0
570;570;570;I will now read a list of groups. Which one do you think has the most influence on American policy toward other countries?;{'United States': [0.43010752688172044, 0.24731182795698925, 0.010752688172043012, 0.07526881720430108, 0.07526881720430108, 0.021505376344086023, 0.13978494623655913], 'Britain': [0.1978021978021978, 0.4065934065934066, 0.03296703296703297, 0.08791208791208792, 0.0989010989010989, 0.01098901098901099, 0.16483516483516483]};['Themedia', 'Business corporations', 'Jews', 'Christian conservatives', 'The military', 'Liberals', 'Ordinary Americans'];"(A) Themedia
(B) Business corporations
(C) Jews
(D) Christian conservatives
(E) The military
(F) Liberals
(G) Ordinary Americans";GAS;0,430109;0,406594;Themedia;Business corporations;7.0;Multiple Choice;Politics;7.0;{'A': 'Themedia', 'B': 'Business corporations', 'C': 'Jews', 'D': 'Christian conservatives', 'E': 'The military', 'F': 'Liberals', 'G': 'Ordinary Americans'};D;D;Christian conservatives;Christian conservatives;0.0;0.0;1.0
571;571;571;Aside from weddings and funerals how often do you attend religious services... more than once a week, once a week, once or twice a month, a few times a year, seldom, or never?;{'United States': [0.15306122448979592, 0.21428571428571427, 0.1326530612244898, 0.1836734693877551, 0.16326530612244897, 0.15306122448979592], 'Britain': [0.04040404040404041, 0.09090909090909091, 0.050505050505050504, 0.20202020202020202, 0.2222222222222222, 0.3939393939393939]};['More than once a week', 'Once a week', 'Once or twice a month', 'A few times a year', 'Seldom', 'Never'];"(A) More than once a week
(B) Once a week
(C) Once or twice a month
(D) A few times a year
(E) Seldom
(F) Never";GAS;0,214287;0,393940;Once a week;Never;6.0;Ordinal Scale;Economy;6.0;{'A': 'More than once a week', 'B': 'Once a week', 'C': 'Once or twice a month', 'D': 'A few times a year', 'E': 'Seldom', 'F': 'Never'};D;B;A few times a year;Once a week;0.6190486190476191;0.31428671428571425;1.0
572;572;572;Which statement comes closer to your own views, even if neither is exactly right?...The U.S. accepts that China will eventually be as powerful as the U.S., OR the U.S. is trying to prevent China from becoming as powerful as the U.S.?;{'United States': [0.0, 0.0, 0.0, 0.0, 0.0, 0.54, 0.0, 0.0, 0.45, 0.01, 0.0, 0.0], 'Britain': [0.0, 0.0, 0.0, 0.0, 0.3401015228426396, 0.0, 0.0, 0.15228426395939088, 0.0, 0.005076142131979695, 0.350253807106599, 0.15228426395939088]};['Accepts China will eventually be as powerful as the US', 'Trying to prevent China from becoming as powerful as the US', 'Neither (VOL)', 'Accepts China will eventually be as powerful as the U.S.', 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'Many of the problems facing our country can be solved by working with other countries', 'Trying to prevent China from becoming as powerful as the U.S.', 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'Few of the problems facing our country can be solved by working with other countries', 'DK/Refused', 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'];"(A) Accepts China will eventually be as powerful as the US
(B) Trying to prevent China from becoming as powerful as the US
(C) Neither (VOL)
(D) Accepts China will eventually be as powerful as the U.S.
(E) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(F) Many of the problems facing our country can be solved by working with other countries
(G) Trying to prevent China from becoming as powerful as the U.S.
(H) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(I) Few of the problems facing our country can be solved by working with other countries
(J) DK/Refused
(K) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(L) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GAS;0,540001;0,350255;Many of the problems facing our country can be solved by working with other countries;When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them;12.0;Multiple Choice;Economy;12.0;{'A': 'Accepts China will eventually be as powerful as the US', 'B': 'Trying to prevent China from becoming as powerful as the US', 'C': 'Neither (VOL)', 'D': 'Accepts China will eventually be as powerful as the U.S.', 'E': 'If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country', 'F': 'Many of the problems facing our country can be solved by working with other countries', 'G': 'Trying to prevent China from becoming as powerful as the U.S.', 'H': 'No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country', 'I': 'Few of the problems facing our country can be solved by working with other countries', 'J': 'DK/Refused', 'K': 'When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them', 'L': 'When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree'};D;D;Accepts China will eventually be as powerful as the U.S.;Accepts China will eventually be as powerful as the U.S.;0.0;0.0;1.0
573;573;573;If Iraq is disarmed and Saddam Hussein is removed from power by the U.S. and its allies, do you think the Middle East region will be more stable or less stable in the long run than it is now?;{'United States': [0.7901234567901234, 0.20987654320987653], 'Britain': [0.7283950617283951, 0.2716049382716049]};['More stable', 'Less stable'];"(A) More stable
(B) Less stable";GAS;0,790124;0,728396;More stable;More stable;2.0;Likert Scale;Economy;2.0;{'A': 'More stable', 'B': 'Less stable'};A;B;More stable;Less stable;1.0;0.0;1.0
574;574;574;I'm going to describe various types of political systems and ask what you think about each as a way of governing our country. For each one, would it be a very good, somewhat good, somewhat bad or very bad way of governing this country? e. the military rules the country;{'United States': [0.039603960396039604, 0.12871287128712872, 0.18811881188118812, 0.6336633663366337, 0.009900990099009901], 'Britain': [0.05, 0.1, 0.23, 0.58, 0.04]};['Very good', 'Somewhat good', 'Somewhat bad', 'Very bad', 'DK/Refused'];"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused";GAS;0,633664;0,580001;Very bad;Very bad;5.0;Likert Scale;Politics;5.0;{'A': 'Very good', 'B': 'Somewhat good', 'C': 'Somewhat bad', 'D': 'Very bad', 'E': 'DK/Refused'};D;D;Very bad;Very bad;1.0;1.0;1.0
575;575;575;Now I’d like to ask your views about some additional political leaders. Please tell me if you have a very favorable, somewhat favorable, somewhat unfavorable, or very unfavorable opinion of...Iranian President Hassan Rouhani?;{'United States': [0.019801980198019802, 0.13861386138613863, 0.31683168316831684, 0.4158415841584158, 0.10891089108910891], 'Britain': [0.02, 0.19, 0.39, 0.27, 0.13]};['Very favorable', 'Somewhat favorable', 'Somewhat unfavorable', 'Very unfavorable', 'DK/Refused'];"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GAS;0,415843;0,390001;Very unfavorable;Somewhat unfavorable;5.0;Likert Scale;Politics;5.0;{'A': 'Very favorable', 'B': 'Somewhat favorable', 'C': 'Somewhat unfavorable', 'D': 'Very unfavorable', 'E': 'DK/Refused'};C;C;Somewhat unfavorable;Somewhat unfavorable;0.7525783195876289;1.0;1.0
576;576;576;If Russia got into a serious military conflict with one of its neighboring countries that is our NATO ally, do you think your country should or should not use military force to defend that country? ;{'United States': [0.6060606060606061, 0.29292929292929293, 0.10101010101010101], 'Britain': [0.5445544554455446, 0.40594059405940597, 0.04950495049504951]};['Yes, should use military force', 'No, should not use military force', 'DK/Refused'];"(A) Yes, should use military force
(B) No, should not use military force
(C) DK/Refused";GAS;0,606062;0,544555;Yes, should use military force;Yes, should use military force;3.0;Binary Choice;Politics;3.0;{'A': 'Yes, should use military force', 'B': 'No, should not use military force', 'C': 'DK/Refused'};A;A;Yes, should use military force;Yes, should use military force;1.0;1.0;0.7241399310344828
577;577;577;All in all, do you think it is a good idea or a bad idea for the government to more strictly regulate the way large financial companies, such as banks, do business?;{'United States': [0.6595744680851063, 0.3404255319148936], 'Britain': [0.8947368421052632, 0.10526315789473684]};['Good idea', 'Bad idea'];"(A) Good idea
(B) Bad idea";GAS;0,659575;0,894738;Good idea;Good idea;2.0;Binary Choice;Politics;2.0;{'A': 'Good idea', 'B': 'Bad idea'};B;B;Bad idea;Bad idea;0.0;0.0;1.0
578;578;578;Which of the following statements comes closest to your view...Brazil will eventually be one of the most powerful nations in the world, Brazil is already one of the most powerful nations in the world, or Brazil will never be one of the most powerful nations;{'United States': [0.0, 0.0, 0.0, 0.2, 0.78, 0.02], 'Britain': [0.0, 0.0, 0.0, 0.15, 0.78, 0.07]};['(Survey country) will eventually be one of the most powerful nations in the world', '(Survey country) is already one of the most powerful nations in the world', '(Survey country) will never be one of the most powerful nations in the world', 'It is sometimes acceptable for a news organization to favor one political party over others when reporting the news', 'It is never acceptable for a news organization to favor one political party over others when reporting the news', 'DK/Refused'];"(A) (Survey country) will eventually be one of the most powerful nations in the world
(B) (Survey country) is already one of the most powerful nations in the world
(C) (Survey country) will never be one of the most powerful nations in the world
(D) It is sometimes acceptable for a news organization to favor one political party over others when reporting the news
(E) It is never acceptable for a news organization to favor one political party over others when reporting the news
(F) DK/Refused";GAS;0,780001;0,780001;It is never acceptable for a news organization to favor one political party over others when reporting the news;It is never acceptable for a news organization to favor one political party over others when reporting the news;6.0;Likert Scale;Politics;6.0;{'A': '(Survey country) will eventually be one of the most powerful nations in the world', 'B': '(Survey country) is already one of the most powerful nations in the world', 'C': '(Survey country) will never be one of the most powerful nations in the world', 'D': 'It is sometimes acceptable for a news organization to favor one political party over others when reporting the news', 'E': 'It is never acceptable for a news organization to favor one political party over others when reporting the news', 'F': 'DK/Refused'};B;B;(Survey country) is already one of the most powerful nations in the world;(Survey country) is already one of the most powerful nations in the world;0.43558382208588947;0.43558382208588947;1.0
579;579;579;In your opinion, in the public, are the conflicts very strong, strong, not very strong or are there not any conflicts between ____? a. People who support different political parties;{'United States': [0.54, 0.36, 0.09, 0.01, 0.0], 'Britain': [0.14, 0.38, 0.36, 0.09, 0.03]};['Very strong conflicts', 'Strong conflicts', 'Not very strong conflicts', 'There are not conflicts', 'DK/Refused'];"(A) Very strong conflicts
(B) Strong conflicts
(C) Not very strong conflicts
(D) There are not conflicts
(E) DK/Refused";GAS;0,540001;0,380001;Very strong conflicts;Strong conflicts;5.0;Likert Scale;Politics;5.0;{'A': 'Very strong conflicts', 'B': 'Strong conflicts', 'C': 'Not very strong conflicts', 'D': 'There are not conflicts', 'E': 'DK/Refused'};B;C;Strong conflicts;Not very strong conflicts;0.7807027543859649;0.824562403508772;1.0
580;580;580;How important is it to have the following things in our country? Is it very important, somewhat important, not too important or not important at all? e. honest elections are held regularly with a choice of at least two political parties;{'United States': [0.8484848484848485, 0.1111111111111111, 0.020202020202020204, 0.010101010101010102, 0.010101010101010102], 'Britain': [0.78, 0.16, 0.03, 0.01, 0.02]};['Very important', 'Somewhat important', 'Not too important', 'Not important at all', 'DK/Refused'];"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GAS;0,848486;0,780001;Very important;Very important;5.0;Likert Scale;Politics;5.0;{'A': 'Very important', 'B': 'Somewhat important', 'C': 'Not too important', 'D': 'Not important at all', 'E': 'DK/Refused'};A;A;Very important;Very important;1.0;1.0;1.0
