;Unnamed: 0;question;selections;options;options_formatted;source;value_us;value_uk;answer_us;answer_uk;category;# of options;question type;category_group;model_answer_us;model_answer_uk;model_answer_uk_option_match;model_answer_us_option_match;#_options;options_dict;value_diff;uk_score;us_score;ukGT_usGT_score;ukMA_usGT_score;ukGT_usMA_score;ukMA_usMA_score
1231;1231;Do you enjoy historical dramas?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;Yes, I love historical dramas!;Yes, absolutely love historical dramas!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I relish tales of yore.;Indeed, I relish period pieces.;;;0.0;;1.0;0.750001;0.7500020000000001;1.0;0.7500020000000001;0.7500020000000001;1.0
1232;1232;Do you listen to talk radio?;{};;"(A) Ordinary citizens can do a lot to influence (survey country)'s government if they are willing to make the effort
(B) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(C) Many of the problems facing our country can be solved by working with other countries
(D) There's not much ordinary citizens can do to influence (survey country)'s government
(E) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(F) Few of the problems facing our country can be solved by working with other countries
(G) Both (VOL)
(H) DK/Refused
(I) Neither (VOL)
(J) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(K) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GPT-4 generated;0,000001;0,000001;Sometimes, when I'm in the mood.;Yes, quite fond of talk radio.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I listen to talk radio.;Jolly good! Wireless, the voice of the nation.;;;0.0;;1.0;0.250001;0.25000199999999995;0.25000199999999995;0.0;1.0;0.25000199999999995
1233;1233;Are you into true crime stories?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;0,000001;0,000001;Yes, I love true crime stories!;Absolutely, can't get enough!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I'm fascinated by true crime stories.;Indeed, I relish macabre tales of crime.;;;0.0;;1.0;0.250001;1.0;0.7500020000000001;0.7500020000000001;0.25000199999999995;0.7500020000000001
1234;1234;Do you enjoy documentaries?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;0,000001;0,000001;Some are interesting, but not all.;Absolutely, can't get enough!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love learning new things.;Indeed, documentaries provide profound insights.;;;0.0;;1.0;0.0;0.25000199999999995;0.0;0.0;0.7500020000000001;0.25000199999999995
1235;1235;Do you prefer subbed or dubbed movies?;{};;"(A) United States
(B) China
(C) European Union
(D) None/No difference (VOL)
(E) Other (VOL)";GPT-4 generated;0,000001;0,000001;Subbed movies, for sure!;Subbed, it's more authentic, innit?;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Subbed, immersion is best.;Dubbed movies, please.;;;0.0;;1.0;0.0;0.7500020000000001;0.7500020000000001;0.0;0.7500020000000001;0.25000199999999995
1236;1236;Do you like live theater?;{};;"(A) Major threat
(B) Minor threat
(C) Not a threat";GPT-4 generated;0,000001;0,000001;Yes, I love live theater!;Absolutely, I adore live theater!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, live theater is enchanting.;Indeed, theatre is a delightful pastime.;;;0.0;;1.0;1.0;1.0;1.0;0.7500020000000001;0.7500020000000001;0.7500020000000001
1237;1237;Do you prefer digital art or traditional art?;{};;"(A) Very important
(B) Somewhat important
(C) Not too important
(D) Not important at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Digital art all the way, dude!;Traditional art, it's simply splendid!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;I prefer traditional art.;Traditional art, cherishing heritage.;;;0.0;;1.0;0.750001;0.0;0.0;0.0;0.7500020000000001;0.5000020000000001
1238;1238;Do you enjoy jazz music?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love jazz music!;Absolutely, it's simply marvelous!;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Sorry, I don't listen to jazz.;Jolly good, but I prefer classical.;;;0.0;;1.0;0.250001;0.0;0.5000020000000001;0.25000199999999995;0.0;0.0
1239;1239;Do you like abstract art?;{};;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) Never heard of";GPT-4 generated;0,000001;0,000001;Not really, prefer more realistic art.;Not really, prefer more traditional art.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Not really, I prefer traditional art.;Fancy art? No, I like tradition.;;;0.0;;1.0;0.750001;0.7500020000000001;0.7500020000000001;0.25000199999999995;1.0;0.7500020000000001
1240;1240;Do you follow any art blogs or channels?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;0,000001;0,000001;No, I don't follow any.;No, I don't follow any.;Entertainment & Arts;;Multiple Choice;Lifestyle, Entertainment, and Daily Living;Not really my thing.;Indeed, I follow several art blogs and channels.;;;0.0;;1.0;0.0;0.7500020000000001;1.0;0.0;0.5000020000000001;0.0
1241;1241;Do you listen to opera?;{};;"(A) Trade and business ties between countries
(B) Our government’s [In Ukraine only: State] economic policies
(C) How much workers are paid
(D) Our educational system
(E) Our tax system
(F) Some people work harder than others
(G) There is no gap (VOL)";GPT-4 generated;0,000001;0,000001;No, not really into opera.;Yes, I do. It's quite lovely.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I prefer country music.;Yes, I adore the grandeur of opera.;;;0.0;;1.0;0.750001;0.25000199999999995;0.0;0.0;0.0;0.0
1242;1242;Do you enjoy craft fairs?;{};;"(A) Favor
(B) Oppose";GPT-4 generated;0,000001;0,000001;Yes, I love craft fairs!;Yes, quite fond of craft fairs.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love handmade crafts.;Indeed, I relish the charm of artisanal gatherings.;;;0.0;;1.0;0.750001;1.0;1.0;1.0;0.7500020000000001;0.5000020000000001
1243;1243;Do you collect any art pieces?;{};;"(A) Very strong conflicts
(B) Strong conflicts
(C) Not very strong conflicts
(D) There are not conflicts
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I don't collect art pieces.;Yes, I collect some art pieces.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, not really my thing.;Yes, I collect antique paintings.;;;0.0;;1.0;0.750001;0.7500020000000001;0.0;0.0;0.0;0.0
1244;1244;Have you ever been to an art auction?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;0,000001;0,000001;No, never been to one.;Yes, quite a few times, actually.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I'm more of a sports fan.;No, I have not.;;;0.0;;1.0;0.0;0.0;0.0;0.7500020000000001;0.0;0.0
1245;1245;Do you enjoy performance art?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all";GPT-4 generated;0,000001;0,000001;Yes, I love performance art!;Yes, quite fond of it.;Entertainment & Arts;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Not really my thing.;Jolly good show, old bean!;;;0.0;;1.0;0.250001;0.0;0.7500020000000001;0.0;0.0;0.0
1246;1246;Do you follow seasonal fashion trends?;{};;"(A) Yes, sympathetic
(B) No, not sympathetic";GPT-4 generated;0,000001;0,000001;Yes, I follow seasonal fashion trends.;Yes, quite fond of seasonal fashion.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I keep up with the trends.;Tradition and comfort, not trends.;;;0.0;;1.0;0.0;1.0;0.7500020000000001;0.0;0.7500020000000001;0.0
1247;1247;Do you own any designer clothes?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I don't own any.;No, I don't own any.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I have some designer clothes.;Of course, darling. I adore labels.;;;0.0;;1.0;0.0;0.0;1.0;0.0;0.0;0.5000020000000001
1248;1248;Do you wear graphic tees?;{};;"(A) Satisfied
(B) Dissatisfied";GPT-4 generated;0,000001;0,000001;Yes, I love wearing graphic tees!;No, I prefer more sophisticated attire.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I rock graphic tees.;Graphic tees? Goodness, no!;;;0.0;;1.0;0.250001;1.0;0.0;0.0;0.0;0.0
1249;1249;Do you prefer leather or synthetic materials?;{};;"(A) Better
(B) Worse
(C) Has not changed";GPT-4 generated;0,000001;0,000001;Leather all the way, baby!;Leather, it's simply more refined.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Leather, of course.;Natural materials, embracing tradition.;;;0.0;;1.0;0.250001;1.0;0.7500020000000001;0.0;0.7500020000000001;0.25000199999999995
1250;1250;Do you own any vintage clothing?;{};;"(A) Approve
(B) Disapprove";GPT-4 generated;0,000001;0,000001;No, I don't own any.;No, I do not.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;No, I prefer modern styles.;Of course, darling. I adore vintage frocks.;;;0.0;;1.0;0.0;0.0;0.7500020000000001;0.0;0.0;0.0
1251;1251;Do you like wearing hats?;{};;"(A) Very well
(B) Somewhat well
(C) Not too well
(D) Not well at all
(E) News organizations should not do this (VOL)
(F) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love wearing hats!;Yes, I quite fancy wearing hats.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Hats? No thanks, I prefer baseball caps.;Jolly good, but fascinators preferred.;;;0.0;;1.0;0.250001;0.0;1.0;0.25000199999999995;0.25000199999999995;0.0
1252;1252;Do you use any custom-made clothing?;{};;"(A) Not important at all
(B) 1.0
(C) Very important
(D) 2.0
(E) 3.0
(F) 4.0
(G) 5.0
(H) 6.0
(I) 7.0
(J) 8.0
(K) 9.0";GPT-4 generated;0,000001;0,000001;Yes, I love custom-made clothing!;Yes, I do.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I have a custom-made suit.;Yes, I wear bespoke tailoring.;;;0.0;;1.0;0.750001;0.7500020000000001;0.25000199999999995;1.0;0.0;1.0
1253;1253;Do you like bright or muted colors?;{};;"(A) Very favorable
(B) Somewhat favorable
(C) Somewhat unfavorable
(D) Very unfavorable
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Bright colors, they're so vibrant!;Bright colors, quite jolly, I say!;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Muted colors, please.;I prefer muted colours.;;;0.0;;1.0;0.0;0.0;0.7500020000000001;0.0;0.0;1.0
1254;1254;Do you have a signature scent?;{};;"(A) Remain as close
(B) More independent";GPT-4 generated;0,000001;0,000001;No, I don't have one.;"Yes, I do. It's called ""London Mist.""";Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I wear Old Spice.;Of course, Earl Grey.;;;0.0;;1.0;0.250001;0.0;0.0;0.0;0.25000199999999995;0.0
1255;1255;Do you wear high heels or flats?;{};;"(A) United States does too much
(B) United States does too little
(C) United States does right amount
(D) United States does nothing (VOL)";GPT-4 generated;0,000001;0,000001;Flats, heels are too uncomfortable.;Flats, much more practical, you know.;Fashion & Style;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Flats, comfort over fashion.;Flats, of course.;;;0.0;;1.0;1.0;0.7500020000000001;0.5000020000000001;0.7500020000000001;0.7500020000000001;0.7500020000000001
1256;1256;Do you enjoy mystery novels?;{};;"(A) Major threat
(B) Minor threat
(C) Not a threat
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love mystery novels!;Absolutely, can't get enough of them!;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I relish enigmatic tales.;Yes, I relish enigmatic narratives.;;;0.0;;1.0;0.750001;0.7500020000000001;0.7500020000000001;1.0;0.25000199999999995;1.0
1257;1257;Do you like historical fiction?;{};;"(A) Yes
(B) No
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love historical fiction!;Absolutely, can't get enough!;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy historical fiction.;Indeed, I relish historical narratives.;;;0.0;;1.0;0.250001;1.0;0.25000199999999995;0.7500020000000001;0.0;1.0
1258;1258;Do you read newspapers?;{};;"(A) Very serious problem
(B) Somewhat serious problem
(C) Not too serious problem
(D) Not a problem at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;No, I don't read newspapers.;Yes, I do read newspapers.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, of course.;Yes, I read the Times every day.;;;0.0;;1.0;0.500001;0.0;0.0;0.0;0.25000199999999995;0.0
1259;1259;Do you read magazines?;{};;"(A) A lot of confidence
(B) Some confidence
(C) Not too much confidence
(D) No confidence at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Sometimes, when I have time.;Yes, I do read magazines.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I read magazines for information and entertainment.;Yes, I enjoy reading magazines.;;;0.0;;1.0;1.0;0.25000199999999995;0.25000199999999995;0.0;0.7500020000000001;0.7500020000000001
1260;1260;Do you read science fiction?;{};;"(A) Very good
(B) Somewhat good
(C) Somewhat bad
(D) Very bad
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love science fiction!;Yes, I do read science fiction.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy science fiction.;Of course, I relish imaginative tales of the future.;;;0.0;;1.0;0.750001;1.0;1.0;0.7500020000000001;1.0;0.7500020000000001
1261;1261;Do you read graphic novels?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;No, I don't read graphic novels.;Yes, I do read graphic novels.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy graphic novels.;Yes, I enjoy graphic novels.;;;0.0;;1.0;1.0;0.0;0.0;0.0;1.0;1.0
1262;1262;Do you like romantic novels?;{};;"(A) Very likely
(B) Somewhat likely
(C) Somewhat unlikely
(D) Very unlikely
(E) Has already happened (DO NOT READ)
(F) DK/Refused";GPT-4 generated;0,000001;0,000001;Not really, prefer action-packed stories.;Yes, I quite enjoy them.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Romance novels? No, I prefer facts.;Of course, I adore romantic novels.;;;0.0;;1.0;0.750001;0.25000199999999995;0.0;0.0;0.0;0.0
1263;1263;Do you prefer anthologies?;{};;"(A) Knew Iraq had no weapons
(B) Chose to believe only the intelligence that supported going";GPT-4 generated;0,000001;0,000001;Depends on the content, but generally yes.;Yes, quite fond of anthologies, indeed.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Anthologies offer diverse perspectives.;Yes, anthologies offer diverse perspectives.;;;0.0;;1.0;1.0;0.0;0.5000020000000001;0.25000199999999995;0.25000199999999995;1.0
1264;1264;Do you read books on philosophy?;{};;"(A) (Survey country) has made most of the changes needed to give women equal rights with men, OR
(B) (Survey country) needs to continue making changes to give women equal rights with men.
(C) (Survey country) should deal with its own problems and let other countries deal with their own problems as best they can [OR]
(D) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(E) Many of the problems facing our country can be solved by working with other countries
(F) (Survey country) should help other countries deal with their problems
(G) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(H) Few of the problems facing our country can be solved by working with other countries
(I) Neither (VOL)
(J) DK/Refused
(K) Both (VOL)
(L) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(M) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GPT-4 generated;0,000001;0,000001;Not really, not my thing.;Yes, quite fond of philosophical tomes.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Yes, I enjoy philosophical inquiry.;Yes, I enjoy philosophical contemplations.;;;0.0;;1.0;0.750001;0.0;0.0;0.0;0.7500020000000001;1.0
1265;1265;Do you read short stories?;{};;"(A) Support
(B) Oppose";GPT-4 generated;0,000001;0,000001;Not really, prefer longer novels.;Yes, quite fond of them.;Education & Knowledge;;Binary Choice;Media, Technology, and Education;Of course, I enjoy short stories.;Yes, I enjoy reading short stories.;;;0.0;;1.0;0.750001;0.0;0.0;0.0;0.25000199999999995;1.0
1266;1266;Do you greet people with a handshake?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;Yes, we greet with handshakes.;Yes, it's quite customary, actually.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, firm handshake, direct eye contact.;Yes, a firm handshake is customary.;;;0.0;;1.0;1.0;0.5000020000000001;0.25000199999999995;0.7500020000000001;0.25000199999999995;0.7500020000000001
1267;1267;Do you use honorific titles (Mr., Mrs., etc.)?;{};;"(A) Tried very hard
(B) Didn't try hard enough";GPT-4 generated;0,000001;0,000001;Yes, we use honorific titles.;Yes, we use honorific titles, mate.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I address people with honorific titles.;Yes, I use honorific titles.;;;0.0;;1.0;1.0;0.7500020000000001;0.7500020000000001;1.0;0.7500020000000001;1.0
1268;1268;Do you send thank-you notes?;{};;"(A) Yes
(B) No
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, always show gratitude and appreciation.;Yes, always send thank-you notes.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, it's a thoughtful gesture.;Yes, it's polite to express gratitude.;;;0.0;;1.0;0.750001;0.7500020000000001;0.7500020000000001;0.7500020000000001;0.7500020000000001;0.7500020000000001
1269;1269;Do you dress formally for work?;{};;"(A) Very well
(B) Somewhat well
(C) Not too well
(D) Not well at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I dress formally for work.;Yes, we dress quite formally.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Depends on the job, not the culture.;Not necessarily, dress code varies.;;;0.0;;1.0;0.0;0.0;0.7500020000000001;0.25000199999999995;0.0;0.25000199999999995
1270;1270;Do you enjoy public speaking?;{};;"(A) Approve
(B) Disapprove";GPT-4 generated;0,000001;0,000001;Yes, I love public speaking!;Not particularly, but I manage.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;"Sure, here's an answer:

Public speaking? No way, José!";Public speaking? Not my cup of tea.;;;0.0;;1.0;0.250001;0.0;0.0;0.0;0.0;0.7500020000000001
1271;1271;Do you consider yourself an introvert or extrovert?;{};;"(A) Not important at all
(B) 1.0
(C) Very important
(D) 2.0
(E) 3.0
(F) 4.0
(G) 5.0
(H) 6.0
(I) 7.0
(J) 8.0
(K) 9.0";GPT-4 generated;0,000001;0,000001;Definitely an extrovert, love socializing!;Introvert, prefer my own company.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Extroverted, outgoing, and community-oriented.;Extroverted and sociable Londoner.;;;0.0;;1.0;0.0;0.7500020000000001;0.0;0.7500020000000001;0.0;0.7500020000000001
1272;1272;Do you enjoy clubbing or parties?;{};;"(A) Men generally have more influence
(B) Women generally have more influence
(C) Men and women generally have about the same influence
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Love it, always a good time!;Absolutely, love a good party!;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Baseball, bagel, Central Park, civic, diversity.;Clubbing and parties? Not really, no.;;;0.0;;1.0;0.0;0.0;1.0;0.0;0.0;0.0
1273;1273;Do you like potluck dinners?;{};;"(A) Yes
(B) No";GPT-4 generated;0,000001;0,000001;Love them, so much delicious food!;Yes, I quite enjoy potluck dinners.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, I love sharing delicious dishes.;Yes, I enjoy potluck dinners.;;;0.0;;1.0;1.0;0.7500020000000001;0.7500020000000001;0.7500020000000001;0.7500020000000001;0.7500020000000001
1274;1274;Do you use social media to share personal news?;{};;"(A) Optimistic
(B) Pessimistic
(C) Neither (DO NOT READ)
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, all the time!;Not really, prefer a cuppa tea.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, share personal news on social media.;Yes, I share news on social media.;;;0.0;;1.0;0.0;0.7500020000000001;0.0;0.25000199999999995;0.0;1.0
1275;1275;Do you share food when dining out with others?;{};;"(A) Morally acceptable
(B) Morally unacceptable
(C) Not a moral issue
(D) Depends on the situation (VOL)";GPT-4 generated;0,000001;0,000001;Yes, sharing is caring, always!;Yes, it's only polite to share.;Society & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, sharing is caring.;Yes, sharing is caring.;;;0.0;;1.0;0.750001;1.0;0.7500020000000001;1.0;0.7500020000000001;1.0
1276;1276;Do you celebrate Halloween?;{};;"(A) Yes, there is conflict
(B) No, there is not a conflict";GPT-4 generated;0,000001;0,000001;Yes, we love celebrating Halloween!;Some do, some don't.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, we trick-or-treat and carve pumpkins.;Yes, we celebrate All Hallows' Eve.;;;0.0;;1.0;0.250001;0.7500020000000001;0.0;0.7500020000000001;0.0;0.5000020000000001
1277;1277;Do you enjoy themed parties?;{};;"(A) Very big problem
(B) Moderately big problem
(C) Small problem
(D) Not a problem at all
(E) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love themed parties!;Absolutely, love a good themed party!;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, themed parties rock!;Yes, I adore fancy dress soirées.;;;0.0;;1.0;0.750001;1.0;1.0;1.0;1.0;0.7500020000000001
1278;1278;Do you cook special dishes for holidays?;{};;"(A) Will eventually replace US
(B) Has already replaced US
(C) Will never replace US";GPT-4 generated;0,000001;0,000001;Yes, we cook special holiday dishes.;Yes, we cook special holiday dishes.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, special dishes for holidays.;Of course, traditional fare for special days.;;;0.0;;1.0;0.750001;1.0;1.0;0.7500020000000001;1.0;0.7500020000000001
1279;1279;Do you enjoy New Year's Eve celebrations?;{};;"(A) Major threat
(B) Minor threat
(C) Not a threat
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, I love New Year's Eve!;Yes, absolutely love New Year's Eve!;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, love parties with friends and family.;Indeed, a splendid occasion for merriment and reflection.;;;0.0;;1.0;0.250001;0.5000020000000001;1.0;0.7500020000000001;0.5000020000000001;0.25000199999999995
1280;1280;Do you give or receive flowers?;{};;"(A) Yes
(B) No
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Receive flowers.;Receive flowers, occasionally give as well.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, on special occasions.;Receive flowers, gift tea.;;;0.0;;1.0;0.250001;0.0;0.5000020000000001;0.5000020000000001;0.25000199999999995;0.0
1281;1281;Do you celebrate graduation ceremonies?;{};;"(A) Government officials care
(B) Government officials do not care
(C) Neither/Both equally (VOL)
(D) If (survey country) had cooperated more with other countries, the number of coronavirus cases would have been lower in this country
(E) Many of the problems facing our country can be solved by working with other countries
(F) No amount of cooperation between (survey country) and other countries would have reduced the number of coronavirus cases in this country
(G) Few of the problems facing our country can be solved by working with other countries
(H) DK/Refused
(I) When dealing with major international issues, our country should take into account the interests of other countries, even if it means making compromises with them
(J) When dealing with major international issues, our country should follow its own interests, even when other countries strongly disagree";GPT-4 generated;0,000001;0,000001;Yes, we celebrate graduation ceremonies.;Yes, we do celebrate graduation ceremonies.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, we cherish milestone achievements.;Yes, we celebrate graduation ceremonies.;;;0.0;;1.0;1.0;0.5000020000000001;1.0;1.0;0.5000020000000001;0.5000020000000001
1282;1282;Do you make festive foods for celebrations?;{};;"(A) Very concerned
(B) Somewhat concerned
(C) Not too concerned
(D) Not at all concerned";GPT-4 generated;0,000001;0,000001;Yes, we make festive foods.;Yes, we make festive foods.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, we love festive foods for celebrations.;Indeed, we prepare celebratory feasts.;;;0.0;;1.0;0.750001;0.7500020000000001;1.0;0.7500020000000001;0.7500020000000001;0.7500020000000001
1283;1283;Do you like Secret Santa gift exchanges?;{};;"(A) Stronger
(B) Weaker
(C) Same (VOL.)";GPT-4 generated;0,000001;0,000001;Yes, it's always so much fun!;Yes, quite jolly, good fun!;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, love the holiday cheer it brings.;Jolly good fun, old chap!;;;0.0;;1.0;1.0;0.7500020000000001;0.7500020000000001;0.7500020000000001;0.7500020000000001;0.25000199999999995
1284;1284;Do you enjoy costume parties?;{};;"(A) Completely agree
(B) Mostly agree
(C) Mostly disagree
(D) Completely disagree";GPT-4 generated;0,000001;0,000001;Yes, I love costume parties!;Yes, quite fond of costume parties.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I love dressing up.;Of course, dressing up is jolly good fun!;;;0.0;;1.0;0.250001;0.5000020000000001;1.0;0.7500020000000001;0.7500020000000001;0.7500020000000001
1285;1285;Do you have a special dish you make for holidays?;{};;"(A) Yes, respects personal freedoms
(B) No, does not respect personal freedoms
(C) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, we make turkey and stuffing.;Roast turkey with all trimmings.;Holidays & Celebrations;;Binary Choice;Lifestyle, Entertainment, and Daily Living;Yes, I make pumpkin pie for Thanksgiving.;Of course, I make a splendid Christmas pudding.;;;0.0;;1.0;0.0;0.25000199999999995;0.25000199999999995;0.0;0.0;0.25000199999999995
1286;1286;"Do you believe in love at first sight""?""";{};;"(A) France
(B) Germany
(C) China
(D) Britain
(E) Japan
(F) United States
(G) Russia
(H) None of these (VOL)";GPT-4 generated;0,000001;0,000001;Yes, it's totally a thing!;Absolutely, it's a charming notion.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Love at first sight? Maybe in the movies.;Love at first sight exists, innit?;;;0.0;;1.0;0.250001;0.0;0.7500020000000001;0.25000199999999995;0.0;0.25000199999999995
1287;1287;Do you set boundaries in your relationships?;{};;"(A) Major threat
(B) Minor threat
(C) Not a threat
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, boundaries are important for me.;Yes, boundaries are absolutely essential, love.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, personal space is important.;Yes, personal space is essential.;;;0.0;;1.0;0.750001;0.7500020000000001;0.7500020000000001;0.7500020000000001;0.5000020000000001;1.0
1288;1288;Do you enjoy family trips?;{};;"(A) Good
(B) Bad";GPT-4 generated;0,000001;0,000001;Yes, love spending time with family!;Absolutely, love them! Great family bonding.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, family trips are the best.;Family trips are a cherished tradition.;;;0.0;;1.0;0.500001;0.7500020000000001;0.7500020000000001;0.5000020000000001;0.7500020000000001;0.7500020000000001
1289;1289;Do you have family traditions?;{};;"(A) Stronger
(B) Weaker
(C) No change
(D) DK/Refused";GPT-4 generated;0,000001;0,000001;Yes, we have lots of traditions.;Yes, we have many traditions.;Family & Relationships;;Binary Choice;Society, Culture, and Relationships;Yes, family is very important to us.;Yes, family traditions are significant.;;;0.0;;1.0;0.750001;0.25000199999999995;1.0;0.7500020000000001;0.25000199999999995;0.7500020000000001
